,Permit #,Status,Permit Type,Permit SubType,Permit Sub Type Description,Date Entered,Date Issued,Parcel,Business Name,Address,City,State,Zip,Mapped Location
99,20-26879,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,08/13/2020,09/15/2020,06115005500,EL FUEGO RESTAURANT,3917  GALLATIN PIKE,NASHVILLE,TN,37216.0,"3917 GALLATIN PIKE
NASHVILLE, TN 37216
(36.217615, -86.72847)"
100,21-27083,ISSUED,BBPERMIT,ONOFFSALES,BB - On & Off Site Sales,02/15/2021,05/14/2021,09306405500,BIG MACHINE BREWERY & DISTILLERY,122  3RD AVE S,NASHVILLE,TN,37201.0,"122 3RD AVE S
NASHVILLE, TN 37201
(36.160801, -86.77548)"
101,19-26294,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,10/01/2019,12/11/2019,14200025900,RED LINE BAR &GRILL,142  BELLE FOREST CIR,NASHVILLE,TN,37221.0,"142 BELLE FOREST CIR
NASHVILLE, TN 37221
(36.076626, -86.922368)"
102,19-25947,ISSUED,BBPERMIT,ONOFFSALES,BB - On & Off Site Sales,03/22/2019,09/16/2020,09310018800,Yee-Haw Brewing & White Duck Taco,423  6TH AVE S,NASHVILLE,TN,37203.0,"423 6TH AVE S
NASHVILLE, TN 37203
(36.155092, -86.776767)"
103,19-26392,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,12/06/2019,09/24/2020,09116015700,OTTO'S,4210  CHARLOTTE AVE,NASHVILLE,TN,37209.0,"4210 CHARLOTTE AVE
NASHVILLE, TN 37209
(36.152326, -86.838167)"
104,20-26896,ISSUED,BBPERMIT,WHOLESALES,"BB - Wholesale, Distributor",08/28/2020,09/24/2020,09503012200,TENNFOLD,2408  LEBANON PIKE,NASHVILLE,TN,37214.0,"2408 LEBANON PIKE
NASHVILLE, TN 37214
(36.169127, -86.68185)"
105,20-26417,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,01/06/2020,09/24/2020,07500002600,ANDREW JACKSON'S HERMITAGE,4580  RACHELS LN,HERMITAGE,TN,37076.0,"4580 RACHELS LN
HERMITAGE, TN 37076
(36.212821, -86.611722)"
106,19-26033,ISSUED,BBPERMIT,ONOFFSALES,BB - On & Off Site Sales,05/16/2019,07/26/2019,16300023700,Slim & Husky's Antioch,5270  HICKORY HOLLOW PKWY,ANTIOCH,TN,37013.0,"5270 HICKORY HOLLOW PKWY
ANTIOCH, TN 37013
(36.048084, -86.656445)"
107,19-25994,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,04/25/2019,07/26/2019,12001012900,PUPUSERIA REINA LA BENDICION #2,1132  MURFREESBORO PIKE,NASHVILLE,TN,37217.0,"1132 MURFREESBORO PIKE
NASHVILLE, TN 37217
(36.125058, -86.708852)"
108,05-18322,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,02/10/2005,04/14/2005,09114017900,Cinco De Mayo,358  WHITE BRIDGE PIKE,NASHVILLE,TN,37209.0,"358 WHITE BRIDGE PIKE
NASHVILLE, TN 37209
(36.149039, -86.857894)"
109,19-26056,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,05/23/2019,09/06/2019,04316003900,Live Bar & Grill,91  VANDIVER DR,MADISON,TN,37115.0,"91 VANDIVER DR
MADISON, TN 37115
(36.262431, -86.678172)"
110,19-26336,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,10/28/2019,05/14/2020,09216004000,GRADUATE NASHVILLE HOTEL,101  20TH AVE N,NASHVILLE,TN,37203.0,"101 20TH AVE N
NASHVILLE, TN 37203
(36.151379, -86.799329)"
111,19-26300,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,10/02/2019,05/14/2020,09605018800,AMERICAN LEGION POST 88,2717  MCCAMPBELL AVE,NASHVILLE,TN,37214.0,"2717 MCCAMPBELL AVE
NASHVILLE, TN 37214
(36.160593, -86.661004)"
112,20-26504,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,02/18/2020,05/14/2020,09600005700,"LOS TRES AMIGOS #2, LLC",559  STEWARTS FERRY PIKE,NASHVILLE,TN,37214.0,"559 STEWARTS FERRY PIKE
NASHVILLE, TN 37214
(36.157301, -86.635113)"
113,20-26531,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,03/09/2020,05/14/2020,08213040500,THIRD AND HOME,919  3RD AVE N,NASHVILLE,TN,37201.0,"919 3RD AVE N
NASHVILLE, TN 37201
(36.172543, -86.78311)"
114,20-26437,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,01/17/2020,05/15/2020,04415043300,BURGER AND CO,700  HADLEY AVE,OLD HICKORY,TN,37138.0,"700 HADLEY AVE
OLD HICKORY, TN 37138
(36.263837, -86.647735)"
115,20-26481,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,02/07/2020,05/20/2020,09306210000,GLEN CAMPBELL MUSEUM AND RHINESTONE STAGE,111  BROADWAY   200,NASHVILLE,TN,37201.0,"111 BROADWAY 200
NASHVILLE, TN 37201
(36.162036, -86.774916)"
116,19-26055,ISSUED,BBPERMIT,SPECIAL,BB - Special Events,05/22/2019,08/06/2019,10407013400,VANDERBILT FOOTBALL ALUMNI TAILGATE,2601  JESS NEELY DR,NASHVILLE,TN,37212.0,"2601 JESS NEELY DR
NASHVILLE, TN 37212
(36.142887, -86.808355)"
117,19-26060,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,05/24/2019,09/06/2019,10507044700,B1281,1281  3RD AVE S,NASHVILLE,TN,37210.0,"1281 3RD AVE S
NASHVILLE, TN 37210
(36.141876, -86.763414)"
118,19-26211,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,08/21/2019,09/12/2019,09306406200,THE PARTY LINE,1  SYMPHONY PL,NASHVILLE,TN,37201.0,"1 SYMPHONY PL
NASHVILLE, TN 37201
(36.160351, -86.775582)"
119,19-26136,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,07/09/2019,08/08/2019,10403006300,HOLIDAY INN NASHVILLE VANDERBILT,2613  WEST END AVE,NASHVILLE,TN,37203.0,"2613 WEST END AVE
NASHVILLE, TN 37203
(36.145499, -86.81146)"
120,19-26151,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,07/17/2019,08/08/2019,11714005500,NORTH ITALIA,2159  GREEN HILLS VILLAGE DR,NASHVILLE,TN,37215.0,"2159 GREEN HILLS VILLAGE DR
NASHVILLE, TN 37215
(36.108462, -86.814224)"
121,19-26047,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,05/20/2019,08/08/2019,09309016800,SAINT A�EJO,1120  MCGAVOCK ST,NASHVILLE,TN,37203.0,"1120 MCGAVOCK ST
NASHVILLE, TN 37203
(36.155867, -86.78605)"
122,19-26122,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,06/28/2019,12/13/2019,09102028500,BURGER JOINT,5511  CENTENNIAL BLVD,NASHVILLE,TN,37209.0,"5511 CENTENNIAL BLVD
NASHVILLE, TN 37209
(36.166099, -86.855526)"
123,19-26086,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,06/10/2019,12/13/2019,07207023000,"I LOVE LOU, LLC",1304  MCGAVOCK PIKE,NASHVILLE,TN,37216.0,"1304 MCGAVOCK PIKE
NASHVILLE, TN 37216
(36.204353, -86.725358)"
124,20-26856,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,07/15/2020,09/25/2020,16300008700,TNT'S BILLIARDS BAR AND GRILL,1015  BELL RD,ANTIOCH,TN,37013.0,"1015 BELL RD
ANTIOCH, TN 37013
(36.045921, -86.658209)"
125,20-26454,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,01/27/2020,09/25/2020,14200026800,HOOKS SEAFOOD KITCHEN,7073  HIGHWAY 70  S,NASHVILLE,TN,37221.0,"7073 HIGHWAY 70 S
NASHVILLE, TN 37221
(36.074642, -86.920313)"
126,15-20215,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,04/14/2015,12/03/2015,09310034700,Bar Sovereign,514  5th AVE S,Nashville,TN,37203.0,"514 5th AVE S
Nashville, TN 37203
(36.154863, -86.774734)"
127,19-26302,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,10/04/2019,12/19/2019,09215011000,EXIT/IN/HURRY BACK,2208  ELLISTON PL,NASHVILLE,TN,37203.0,"2208 ELLISTON PL
NASHVILLE, TN 37203
(36.151168, -86.804279)"
128,19-26266,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,09/17/2019,12/19/2019,06002025600,DIVERSE ENTERPRISE INC.,3069  BRICK CHURCH PIKE,NASHVILLE,TN,37207.0,"3069 BRICK CHURCH PIKE
NASHVILLE, TN 37207
(36.232291, -86.781484)"
129,19-26235,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,08/29/2019,12/19/2019,09216025900,THE DOGWOOD NASHVILLE,1907B  DIVISION ST,NASHVILLE,TN,37203.0,"1907B DIVISION ST
NASHVILLE, TN 37203
(36.150052, -86.796451)"
130,20-26518,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,02/26/2020,09/28/2020,09309034100,3000 BAR NASHVILLE,1516A  DEMONBREUN ST,NASHVILLE,TN,37203.0,"1516A DEMONBREUN ST
NASHVILLE, TN 37203
(36.153012, -86.789791)"
131,20-26827,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,06/25/2020,09/28/2020,10506019900,THE BASEMENT,1604  8TH AVE S,NASHVILLE,TN,37203.0,"1604 8TH AVE S
NASHVILLE, TN 37203
(36.137102, -86.778792)"
132,19-26143,ISSUED,BBPERMIT,SPECIAL,BB - Special Events,07/12/2019,08/09/2019,08400001000,PIGS4KIDS,2640  AIRPARK DR,NASHVILLE,TN,37206.0,"2640 AIRPARK DR
NASHVILLE, TN 37206
(36.18982, -86.705578)"
133,19-26142,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,07/11/2019,08/09/2019,09310039100,Hampton Inn & Suites Nashville Downtown,310  4TH AVE S,NASHVILLE,TN,37201.0,"310 4TH AVE S
NASHVILLE, TN 37201
(36.157834, -86.775099)"
134,19-26129,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,07/08/2019,08/09/2019,07500021000,STEAMBOYS AT HERMITAGE,3907  LEBANON PIKE,HERMITAGE,TN,37076.0,"3907 LEBANON PIKE
HERMITAGE, TN 37076
(36.195666, -86.621645)"
135,19-26163,ISSUED,BBPERMIT,SPECIAL,BB - Special Events,07/23/2019,08/14/2019,10100006000,MUSIC CITY BACON & BARREL FESTIVAL 2019,0  RIVER ROAD PIKE,NASHVILLE,TN,37209.0,"0 RIVER ROAD PIKE
NASHVILLE, TN 37209"
136,18-25744,ISSUED,BBPERMIT,WHOLESALES,"BB - Wholesale, Distributor",10/23/2018,05/29/2020,09310018200,YEE-HAW BREWING,416  7TH AVE S,NASHVILLE,TN,37203.0,"416 7TH AVE S
NASHVILLE, TN 37203
(36.154899, -86.778117)"
137,19-26374,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,11/25/2019,12/20/2019,10402035400,FABLE LOUNGE,114  28TH AVE N,NASHVILLE,TN,37203.0,"114 28TH AVE N
NASHVILLE, TN 37203
(36.146025, -86.813086)"
138,19-26345,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,11/04/2019,05/28/2020,10801006500,Element-Nashville Airport,2825  ELM HILL PIKE,NASHVILLE,TN,37214.0,"2825 ELM HILL PIKE
NASHVILLE, TN 37214
(36.148312, -86.664568)"
139,19-26065,ISSUED,BBPERMIT,ONOFFSALES,BB - On & Off Site Sales,05/29/2019,09/13/2019,05000016100,ROCK'N DOUGH PIZZA & BREWERY,3451  DICKERSON PIKE,NASHVILLE,TN,37207.0,"3451 DICKERSON PIKE
NASHVILLE, TN 37207
(36.245946, -86.756528)"
140,19-26223,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,08/26/2019,09/13/2019,09100005900,WHITE BISON #6050,5202  CENTENNIAL BLVD  102,NASHVILLE,TN,37209.0,"5202 CENTENNIAL BLVD 102
NASHVILLE, TN 37209
(36.163247, -86.850722)"
141,20-26512,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,02/21/2020,05/29/2020,02200015300,FIRECRACKER'S PIZZA,215A  GIFFORD PL,JOELTON,TN,37080.0,"215A GIFFORD PL
JOELTON, TN 37080
(36.321218, -86.86682)"
142,20-26732,ISSUED,BBPERMIT,WHOLESALES,"BB - Wholesale, Distributor",04/07/2020,05/29/2020,13400027800,"FIRESIDE DISTRIBUTING COMPANY, LLC",470  METROPLEX DR  207,NASHVILLE,TN,37211.0,"470 METROPLEX DR 207
NASHVILLE, TN 37211
(36.089574, -86.699527)"
144,19-26376,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,11/26/2019,06/01/2020,10511030100,D&D EVENTS,401  WINGROVE ST,NASHVILLE,TN,37203.0,"401 WINGROVE ST
NASHVILLE, TN 37203
(36.135502, -86.760713)"
145,19-25876,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,02/12/2019,09/13/2019,07107016000,EL METATE,1805  DICKERSON PIKE,NASHVILLE,TN,37207.0,"1805 DICKERSON PIKE
NASHVILLE, TN 37207
(36.204336, -86.768974)"
146,19-26184,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,08/01/2019,09/13/2019,14800004900,HAIWOONDAI,2051  ANTIOCH PIKE,ANTIOCH,TN,37013.0,"2051 ANTIOCH PIKE
ANTIOCH, TN 37013
(36.068849, -86.683654)"
147,21-27119,ISSUED,BBPERMIT,SPECIAL,BB - Special Events,03/14/2021,05/14/2021,08400001000,CORNELIA FORT PICKIN' PARTY - FRIENDS OF SHELBY PARK,2638  AIRPARK DR,NASHVILLE,TN,37206.0,"2638 AIRPARK DR
NASHVILLE, TN 37206
(36.190136, -86.705973)"
148,19-26252,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,09/09/2019,01/09/2020,12800019600,FORD ICE CENTER BELLEVUE,7638B  HIGHWAY 70  S,NASHVILLE,TN,37221.0,"7638B HIGHWAY 70 S
NASHVILLE, TN 37221
(36.078871, -86.95163)"
149,19-26327,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,10/21/2019,01/09/2020,10308005400,Caffe Nonna,4427B  MURPHY RD,NASHVILLE,TN,37209.0,"4427B MURPHY RD
NASHVILLE, TN 37209
(36.140985, -86.839539)"
150,19-26130,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,07/08/2019,01/09/2020,10308005300,PANCHO & LEFTY�S CANTINA,4501  MURPHY RD,NASHVILLE,TN,37209.0,"4501 MURPHY RD
NASHVILLE, TN 37209
(36.141022, -86.84052)"
151,19-26188,ISSUED,BBPERMIT,SPECIAL,BB - Special Events,08/06/2019,09/16/2019,09214007600,CELEBRATE NASHVILLE CULTURAL FESTIVAL,2500  WEST END AVE,NASHVILLE,TN,37203.0,"2500 WEST END AVE
NASHVILLE, TN 37203
(36.146893, -86.808533)"
152,19-26028,ISSUED,BBPERMIT,ONOFFSALES,BB - On & Off Site Sales,05/14/2019,09/17/2019,09306208400,DOC HOLLIDAY'S SALOON,112  2ND AVE N,NASHVILLE,TN,37201.0,"112 2ND AVE N
NASHVILLE, TN 37201
(36.162357, -86.775482)"
153,19-25903,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,02/28/2019,01/09/2020,10408014600,E3 CHOPHOUSE,1628  21ST AVE S,NASHVILLE,TN,37212.0,"1628 21ST AVE S
NASHVILLE, TN 37212
(36.13827, -86.800696)"
154,19-26368,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,11/21/2019,01/09/2020,10801007700,HOLIDAY INN EXPRESS NASHVILLE AIRPORT,1111  AIRPORT CENTER DR,NASHVILLE,TN,37214.0,"1111 AIRPORT CENTER DR
NASHVILLE, TN 37214
(36.143947, -86.66367)"
155,20-26426,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,01/14/2020,06/03/2020,07210001400,THE BOWERY VAULT,2905C  GALLATIN PIKE,NASHVILLE,TN,37216.0,"2905C GALLATIN PIKE
NASHVILLE, TN 37216
(36.202679, -86.73897)"
156,19-26141,ISSUED,BBPERMIT,ONOFFSALES,BB - On & Off Site Sales,07/10/2019,10/01/2019,08108041400,THE LOCAL DISTRO,614  GARFIELD ST,NASHVILLE,TN,37208.0,"614 GARFIELD ST
NASHVILLE, TN 37208
(36.181208, -86.794852)"
157,19-25933,ISSUED,BBPERMIT,WHOLESALES,"BB - Wholesale, Distributor",03/12/2019,09/26/2019,10602000600,VARIOUS ARTISTS BREWING COMPANY,1011  ELM HILL PIKE,NASHVILLE,TN,37210.0,"1011 ELM HILL PIKE
NASHVILLE, TN 37210
(36.14398, -86.736393)"
158,19-26225,ISSUED,BBPERMIT,ONOFFSALES,BB - On & Off Site Sales,08/27/2019,09/26/2019,09313006800,LOS TORITOS MEXICAN RESTAURANT MIDTOWN GULCH,1302  DIVISION ST,NASHVILLE,TN,37203.0,"1302 DIVISION ST
NASHVILLE, TN 37203
(36.151437, -86.787484)"
159,19-26152,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,07/17/2019,09/26/2019,12800018700,AMC BELLEVUE 12,8125  SAWYER BROWN RD,NASHVILLE,TN,37221.0,"8125 SAWYER BROWN RD
NASHVILLE, TN 37221
(36.080013, -86.944482)"
160,19-25942,ISSUED,BBPERMIT,ONOFFSALES,BB - On & Off Site Sales,03/15/2019,01/10/2020,07206021900,LIVING WATERS BREWING COMPANY LLC,1056 E TRINITY LN  101,NASHVILLE,TN,37216.0,"1056 E TRINITY LN 101
NASHVILLE, TN 37216
(36.203911, -86.741344)"
161,19-26282,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,09/25/2019,01/10/2020,08309015800,CINCO DE MAYO MEXICAN RESTAURANT,1313  WOODLAND ST,NASHVILLE,TN,37206.0,"1313 WOODLAND ST
NASHVILLE, TN 37206
(36.177126, -86.745928)"
162,19-26386,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,12/04/2019,01/10/2020,07210020100,JUICY SEAFOOD,2616  GALLATIN PIKE,NASHVILLE,TN,37216.0,"2616 GALLATIN PIKE
NASHVILLE, TN 37216
(36.197969, -86.741504)"
163,19-26337,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,10/28/2019,01/13/2020,09302318900,DOUBLETREE BY HILTON HOTEL NASHVILLE DOWNTOWN,315  4TH AVE N,NASHVILLE,TN,37219.0,"315 4TH AVE N
NASHVILLE, TN 37219
(36.165393, -86.780063)"
164,19-26218,ISSUED,BBPERMIT,SPECIAL,BB - Special Events,08/26/2019,09/13/2019,08213036600,GRAND TASTE,600  JAMES ROBERTSON PKWY,NASHVILLE,TN,37219.0,"600 JAMES ROBERTSON PKWY
NASHVILLE, TN 37219
(36.168308, -86.785851)"
165,17-25070,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,05/30/2017,07/06/2017,09115037800,MIEL RESTAURANT,343  53RD AVE N,NASHVILLE,TN,37209.0,"343 53RD AVE N
NASHVILLE, TN 37209
(36.151327, -86.851113)"
166,20-26972,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,11/11/2020,05/14/2021,11603000500,AGAVES MEXICAN RESTAURANT,4550  HARDING PIKE,NASHVILLE,TN,37205.0,"4550 HARDING PIKE
NASHVILLE, TN 37205
(36.123953, -86.849031)"
167,19-26388,ISSUED,BBPERMIT,ONOFFSALES,BB - On & Off Site Sales,12/05/2019,01/22/2020,01400001000,WILLIE'S MEMORIES BAR,6597  CLARKSVILLE PIKE,JOELTON,TN,37080.0,"6597 CLARKSVILLE PIKE
JOELTON, TN 37080
(36.325268, -86.915144)"
168,19-26210,ISSUED,BBPERMIT,SPECIAL,BB - Special Events,08/21/2019,09/27/2019,11815001000,NASHVILLE FILM FESTIVAL,719  THOMPSON LN,NASHVILLE,TN,37204.0,"719 THOMPSON LN
NASHVILLE, TN 37204
(36.111899, -86.763171)"
169,19-25969,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,04/09/2019,09/27/2019,13413024500,LA DELICIA MEXICAN RESTAURANT,4930  LINBAR DR  103,NASHVILLE,TN,37211.0,"4930 LINBAR DR 103
NASHVILLE, TN 37211
(36.083022, -86.702561)"
171,19-26169,ISSUED,BBPERMIT,ONOFFSALES,BB - On & Off Site Sales,07/24/2019,09/30/2019,10801005900,DRURY INN & SUITES NASHVILLE AIRPORT,555  DONELSON PIKE,NASHVILLE,TN,37214.0,"555 DONELSON PIKE
NASHVILLE, TN 37214
(36.145158, -86.666724)"
172,19-26070,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,05/30/2019,10/01/2019,08209005400,SAMURAI KITCHEN,1318  6TH AVE N,NASHVILLE,TN,37208.0,"1318 6TH AVE N
NASHVILLE, TN 37208
(36.177498, -86.791023)"
173,20-26473,ISSUED,BBPERMIT,ONOFFSALES,BB - On & Off Site Sales,02/05/2020,03/25/2020,09503012200,TNFOLD LLC,2408  LEBANON PIKE,NASHVILLE,TN,37214.0,"2408 LEBANON PIKE
NASHVILLE, TN 37214
(36.169127, -86.68185)"
174,19-26219,ISSUED,BBPERMIT,SPECIAL,BB - Special Events,08/26/2019,09/13/2019,093064B00100CO,HARVEST NIGHT,121  4TH AVE S,NASHVILLE,TN,37201.0,"121 4TH AVE S
NASHVILLE, TN 37201
(36.160067, -86.776551)"
175,19-26220,ISSUED,BBPERMIT,SPECIAL,BB - Special Events,08/26/2019,09/13/2019,093064B00100CO,GOSPEL BRUNCH,121  4TH AVE S,NASHVILLE,TN,37201.0,"121 4TH AVE S
NASHVILLE, TN 37201
(36.160067, -86.776551)"
176,19-26202,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,08/14/2019,10/10/2019,10516025500,SOUTH SIDE PUB & Kitchen,2190A  NOLENSVILLE PIKE,NASHVILLE,TN,37211.0,"2190A NOLENSVILLE PIKE
NASHVILLE, TN 37211
(36.127134, -86.753267)"
177,19-26332,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,10/23/2019,01/10/2020,06200023300,MUSIC CITY BAR AND GRILL,2416  MUSIC VALLEY DR,NASHVILLE,TN,37214.0,"2416 MUSIC VALLEY DR
NASHVILLE, TN 37214
(36.218524, -86.695398)"
178,19-26365,ISSUED,BBPERMIT,ONOFFSALES,BB - On & Off Site Sales,11/19/2019,03/06/2020,118010P10400CO,THE MEAT ROOM,2905  12TH AVE S 104,NASHVILLE,TN,37204.0,"2905 12TH AVE S 104
NASHVILLE, TN 37204
(36.121465, -86.79036)"
179,19-26250,ISSUED,BBPERMIT,SPECIAL,BB - Special Events,09/06/2019,10/03/2019,10404000100,VU REUNION WEEKEND,2205  WEST END AVE,NASHVILLE,TN,37212.0,"2205 WEST END AVE
NASHVILLE, TN 37212
(36.149018, -86.804142)"
180,19-26251,ISSUED,BBPERMIT,SPECIAL,BB - Special Events,09/06/2019,10/03/2019,10404000100,VANDERBILT LAW SCHOOL REUNION,131  21ST AVE S,NASHVILLE,TN,37212.0,"131 21ST AVE S
NASHVILLE, TN 37212
(36.148459, -86.799737)"
181,20-26452,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,01/24/2020,02/18/2020,09209016300,THAI NI YOM,3820  CHARLOTTE AVE  131,NASHVILLE,TN,37209.0,"3820 CHARLOTTE AVE 131
NASHVILLE, TN 37209
(36.152527, -86.832501)"
182,19-26359,ISSUED,BBPERMIT,ONOFFSALES,BB - On & Off Site Sales,11/12/2019,01/22/2020,08309019300,NOBLES,974  MAIN ST,NASHVILLE,TN,37206.0,"974 MAIN ST
NASHVILLE, TN 37206
(36.177925, -86.752119)"
183,19-26145,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,07/12/2019,08/29/2019,082090Q00100CO,"312 PIZZA COMPANY, LLC",371  MONROE ST,NASHVILLE,TN,37208.0,"371 MONROE ST
NASHVILLE, TN 37208
(36.177203, -86.787912)"
184,19-26312,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,10/10/2019,01/22/2020,18600002600,TITOS MEXICAN RESTAURANT,3  BURKITT COMMONS AVE  315,NOLENSVILLE,TN,37135.0,"3 BURKITT COMMONS AVE 315
NOLENSVILLE, TN 37135"
185,19-26284,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,09/25/2019,06/11/2020,09309008300,PINS MECHANICAL COMPANY,1102  GRUNDY ST,NASHVILLE,TN,37203.0,"1102 GRUNDY ST
NASHVILLE, TN 37203
(36.158359, -86.787847)"
186,19-26375,ISSUED,BBPERMIT,ONOFFSALES,BB - On & Off Site Sales,11/25/2019,01/23/2020,09310048900,CAMBRIA NASHVILLE DOWNTOWN,118  8TH AVE S,NASHVILLE,TN,37203.0,"118 8TH AVE S
NASHVILLE, TN 37203
(36.157572, -86.781274)"
187,20-26410,ISSUED,BBPERMIT,SPECIAL,BB - Special Events,01/02/2020,01/23/2020,10408010800,"THE BELCOURT THEATRE, INC",2102  BELCOURT AVE,NASHVILLE,TN,37212.0,"2102 BELCOURT AVE
NASHVILLE, TN 37212
(36.136708, -86.801639)"
188,20-26412,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,01/03/2020,01/23/2020,05104006500,Class Axe,934  MADISON SQ,MADISON,TN,37115.0,"934 MADISON SQ
MADISON, TN 37115
(36.255705, -86.715856)"
189,19-26296,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,10/02/2019,01/24/2020,18100023900,LOS PORTALES MEXICAN RESTAURANT,6448  NOLENSVILLE PIKE,ANTIOCH,TN,37013.0,"6448 NOLENSVILLE PIKE
ANTIOCH, TN 37013
(36.009522, -86.701677)"
190,19-26346,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,11/05/2019,01/30/2020,07115048800,Coneheads and Plane Jane,1315  DICKERSON PIKE,NASHVILLE,TN,37207.0,"1315 DICKERSON PIKE
NASHVILLE, TN 37207
(36.195548, -86.772099)"
191,19-26256,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,09/10/2019,01/31/2020,13500024900,LA VILLA MEXICAN GRILL AND SEAFOOD,2256  MURFREESBORO PIKE,NASHVILLE,TN,37217.0,"2256 MURFREESBORO PIKE
NASHVILLE, TN 37217
(36.088421, -86.649583)"
192,20-26761,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,04/29/2020,06/11/2020,10713013100,THE JUNCTION PUB & GRILL,1108  MURFREESBORO PIKE,NASHVILLE,TN,37217.0,"1108 MURFREESBORO PIKE
NASHVILLE, TN 37217
(36.126041, -86.710145)"
193,19-26397,ISSUED,BBPERMIT,WHOLESALES,"BB - Wholesale, Distributor",12/12/2019,06/11/2020,06000002400,"LIPMAN BROTHERS, LLC",2815  BRICK CHURCH PIKE,NASHVILLE,TN,37207.0,"2815 BRICK CHURCH PIKE
NASHVILLE, TN 37207
(36.217859, -86.781764)"
194,19-26372,ISSUED,BBPERMIT,SPECIAL,BB - Special Events,11/22/2019,02/04/2020,13300000400,Zoo Run Run,3777  NOLENSVILLE PIKE,NASHVILLE,TN,37211.0,"3777 NOLENSVILLE PIKE
NASHVILLE, TN 37211
(36.091149, -86.734904)"
195,20-26758,ISSUED,BBPERMIT,WHOLESALES,"BB - Wholesale, Distributor",04/28/2020,06/11/2020,07113000300,DET DISTRIBUTING COMPANY,245D  GREAT CIRCLE RD,NASHVILLE,TN,37228.0,"245D GREAT CIRCLE RD
NASHVILLE, TN 37228
(36.196051, -86.792499)"
196,19-26257,ISSUED,BBPERMIT,SPECIAL,BB - Special Events,09/10/2019,10/04/2019,09301008100,SOUTHERN FESTIVAL OF BOOKS,301  6TH AVE N,NASHVILLE,TN,37219.0,"301 6TH AVE N
NASHVILLE, TN 37219
(36.164663, -86.782752)"
